"BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"009339657","Monograph","Language material ; Text","Volume","","","","Sturua, Mėlor","","person","","Sturua, Mėlor [person]","1984 et '1984' : les prédictions de George Orwell: où se sont-elles réalisées et comment?","Mil neuf cent quatre vingt quatre","","","Russia","Moscou","Novosti","1984","","23 pages","","X.529/73529","Nineteen eighty four ; Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","French","",""
"009341340","Monograph","Language material ; Text","Volume","","","","1984 : myths and realities (conference), strasbourg","1984","meeting/conference","","European Foundation for Sciences, Arts, and Culture [organisation] ; Shoham, S. Giora, 1929- [person] ; Council of Europe [organisation] ; 1984 : myths and realities (conference), strasbourg, 1984 [meeting/conference] ; 1984, mythes et réalités (conference), strasbourg, 1984 [meeting/conference] ; Rosenstiel, Francis [person]","Big Brother, un inconnu familier : contributions au colloque George Orwell, 1984, mythes et réalités","","Contemporains","","Switzerland","Lausanne","L'Âge d'homme","1986","","295 pages","","YA.1987.a.3309","Fiction in English--Orwell, George--1903-1950--Conference proceedings ; Orwell, George, 1903-1950","","French","",""
"009345897","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Trois essais sur la falsification","","","","France","Paris","Éditions 13 bis","1987","","98 pages, illustrations","","YA.1988.a.17666","Deceptions--Translations","","French","",""
"009375898","Monograph","Language material ; Text","Volume","GB8434461","","9780006540786","Williams, Raymond","","person","","Williams, Raymond [person]","Orwell","","","","England","London","Flamingo","1984","","128 pages, 20 cm","823.912","X.958/24832","Fiction in English--Orwell, George--1903-1950--Biographies ; Orwell, George, 1903-1950--Criticism and interpretation","","English","Originally published: London : Fontana, 1971",""
"009378005","Monograph","Language material ; Text","Volume","GB9153916","","9780006862277","Williams, Raymond","","person","","Williams, Raymond [person]","Orwell","","Fontana modern masters","","England","London","Fontana","1991","3rd edition","128 pages, 20 cm","823.912","YC.1991.a.4498","English fiction ; Orwell, George, 1903-1950","","English","Previous edition: London : Flamingo, 1984",""
"009383251","Monograph","Language material ; Text","Volume","GB94A1737","","9780029153352","Huber, Peter W. (Peter William)","1952-","person","","Huber, Peter W. (Peter William), 1952- [person]","Orwell's revenge : the 1984 palimpsest","","","","England ; United States of America","New York ; Oxford","Free Press ; Macmillan","1994","","374 pages, 25 cm","813.54","94/25416 ; YC.1996.b.1198","United States ; English fiction ; Orwell, George, 1903-1950--Parodies, imitations, etc","","English","",""
"009401772","Monograph","Language material ; Text","Volume","GB8826245","","9780313260797","","","","","Ugrinsky, Alexej [person] ; Wemyss, Courtney T. [person]","George Orwell","","Contributions to the study of world literature","number 23 [Contributions to the study of world literature]","England ; United States of America","London ; New York","Greenwood","1987","","viii, 204 pages, facsimiles, 25 cm","823.912","YH.1988.b.666","Orwell, George, 1903-1950--Criticism and interpretation ; Fiction in English--Orwell, George--1903-1950--Critical studies","","English","Includes index",""
"009404125","Monograph","Language material ; Text","Volume","GBA008849","","9780313302015","","","","","Rodden, John [person]","Understanding Animal farm : a student casebook to issues, sources, and historical documents","","The Greenwood Press 'Literature in context' series","","England","London ; Westport, Connecticut","Greenwood","1999","","xxvi 226 pages, illustrations, 25 cm","823.912","YC.2000.a.1354 ; m00/34223","Animals in literature ; Political fiction, English--History and criticism ; Fables, English--History and criticism ; Politics and literature--Great Britain--History--20th century--Sources ; Orwell, George, 1903-1950--Examinations--Study guides","Study guide","English","",""
"009406762","Monograph","Language material ; Text","Volume","GBA362564","","9780316861151","Bowker, Gordon","1934-","person","","Bowker, Gordon, 1934- [person]","George Orwell","","","","England","London","Little, Brown","2003","","xvi, 495 pages, 16 pages of plates, 25 cm","823.912","YC.2003.a.17048 ; m05/.18299","Authors, English--20th century--Biography ; Orwell, George, 1903-1950","Biography","English","",""
"009429171","Monograph","Language material ; Text","Volume","GB8428872","","9780563202004","Coppard, Audrey","","person","","Crick, Bernard, 1929-2008 [person] ; Coppard, Audrey [person]","Orwell remembered","","Ariel books","","England","London","","1984","","287 pages, 20 cm","823.912","X.958/23964","Fiction in English--Orwell, George--1903-1950--Biographies ; Authors, English--20th century--Biography ; Orwell, George, 1903-1950","","English","Includes index",""
"009503918","Monograph","Language material ; Text","Volume","GBA3Z1143","","9781904341338","Lucas, Scott","","person","","Lucas, Scott [person]","Orwell","","Life & times","","England","London","Haus","2003","","180 pages, illustrations (some colour), portraits, 20 cm","823.912","YC.2003.a.7449 ; m06/.18659","Authors, English--20th century--Biography ; Orwell, George, 1903-1950","Biography","English","",""
"009525002","Monograph","Language material ; Text","Volume","","","9788120713482","Bhat, Yashoda","1933-","person","","Bhat, Yashoda, 1933- [person]","Aldous Huxley and George Orwell : a comparative study of satire in their novels","","","","India","New Delhi","Sterling","1991","","172 pages","","YA.1993.a.1264","Huxley, Aldous, 1894-1963 ; Orwell, George, 1903-1950","","English","",""
"009525291","Monograph","Language material ; Text","Volume","","","9788170440376","Jain, Jasbir","","person","","Jain, Jasbir [person]","George Orwell : witness of an age","","","","India","Jaipur","Printwell","1986","","168 pages, 23 cm","828.91209","97/19017 ; YA.1988.A.21131","Orwell, George, 1903-1950","","English","bibliography: p159-164. - Includes index",""
"009525735","Monograph","Language material ; Text","Volume","","","9788185061528","Singh, Paras Mani","","person","","Singh, Paras Mani [person]","George Orwell as a political novelist","","","","India","Delhi","Amar Prakashan","1987","","x, 183 pages, 22 cm","823.912","YA.1989.a.1594","Political fiction, English--History and criticism ; Orwell, George, 1903-1950--Political and social views ; Politics and literature--Great Britain--History--20th century","","English","",""
"009535901","Monograph","Language material ; Text","Volume","GB98X6232","","9780436203770","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","The complete works of George Orwell","","","","England","London","Secker & Warburg","1998","","20 volumes, 24 cm","823.912","823.912 ; YC.1998.b.3808","","","English","",""
"009535903","Monograph","Language material ; Text","Volume","GB9903266","","9780436231254","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Down and out in Paris and London","","The complete works of George Orwell","volume 1 [The complete works of George Orwell]","England","London","Secker & Warburg","1997","","xxxviii, 229 pages, 24 cm","823.914","823.912","Homelessness--France--Paris--History--20th century ; Homelessness--England--London--History--20th century ; London (England)--Social conditions--20th century ; Paris (France)--Social conditions--20th century","","English","'First published in England in 1933 by Victor Gollancz Limited. Uniform edition first published in England in 1949 by Martin Secker & Warburg Limited. reprinted 1950, 1953, 1954, 1960, 1966, 1973, 1980. Complete edition, volume 1-9 published in England 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t. p. verso ; 'This edition of Down and out in Paris and London differs in many ways from all earlier editions and restores material censored by its original publisher in 1933. It also incorporates Orwell's own modifications and notes made for the 1935 French translation' -- Dust wrapper",""
"009535904","Monograph","Language material ; Text","Volume","GB99Y6809","","9780436231292","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","A clergyman's daughter","","Complete works of George Orwell","volume 3 [Complete works of George Orwell]","England","London","Secker & Warburg","1999","","320 pages, 24 cm","823.912","823.912","","","English","",""
"009535905","Monograph","Language material ; Text","Volume","GB99Y6808","","9780436231315","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Nineteen eighty-four","","The complete works of George Orwell","volume 9 [The complete works of George Orwell]","England","London","Secker & Warburg","1999","","i, 341 pages, 24 cm","823.912","823.912","Totalitarianism--Fiction","Humour or satire","English","Originally published: London: Secker & Warburg, 1949",""
"009535906","Monograph","Language material ; Text","Volume","GB9969976","","9780436231377","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Keep the aspidistra flying","","The complete works of George Orwell","volume 4 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","i, 287 pages, 24 cm","823.912","823.912","Poverty--England--Fiction ; Authors--England--Fiction ; Self-realization--Fiction ; England--Social life and customs--20th century--Fiction","","English","",""
"009535907","Monograph","Language material ; Text","Volume","GB99Y4731","","9780436231391","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Homage to Catalonia","","The complete works of George Orwell","volume 6 [The complete works of George Orwell]","England","London","Secker & Warburg","1999","","i, 261 pages, 24 cm","946.081","823.912","Orwell, George, 1903-1950--Correspondence ; Spain--History--Civil War, 1936-1939--Personal narratives, British","","English","",""
"009535908","Monograph","Language material ; Text","Volume","GB99Y4730","","9780436231414","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","The road to Wigan Pier","","The complete works of George Orwell","volume 5 [The complete works of George Orwell]","England","London","Secker & Warburg","1999","","i, 232 pages, 24 cm","941.083","823.912","Great Britain--Social conditions--20th century","","English","",""
"009655262","Monograph","Language material ; Text","Volume","GB5703207","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Selected essays","","","","United Kingdom","","Penguin ; Secker & Warburg","1957","","203 pages, 19 cm","824.91","","","","English","",""
"009671411","Monograph","Language material ; Text","Volume","GB6712168","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","United Kingdom","","Penguin ; Secker & Warburg","1967","","272 pages, 19 cm","823.91","","","","English","Originally published, Harper, 1934",""
"009673513","Monograph","Language material ; Text","Volume","GB6714836","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","Modern novel series","","United Kingdom","","Heinemann","1967","","287 pages, 19 cm","823.91","","","","English","",""
